wafer_id,die_x,die_y,center_x_mm,center_y_mm,dist_from_center,Vth_V,Idsat_uA,Rs_ohm_sq
2,13,3,130,30,133.42,0.4718,793.05,154.05
2,13,4,130,40,136.01,0.4557,782.0,152.61
3,-13,-4,-130,-40,136.01,0.4762,775.53,158.39
3,-13,-3,-130,-30,133.42,0.4659,783.33,153.52
3,-13,-2,-130,-20,131.53,0.4711,766.42,155.45
3,-13,-1,-130,-10,130.38,0.4639,783.89,156.2
3,-13,0,-130,0,130.0,0.4613,775.46,154.06
3,-13,1,-130,10,130.38,0.4484,792.43,156.45
3,-13,2,-130,20,131.53,0.4564,769.1,152.15
3,-13,3,-130,30,133.42,0.462,784.55,159.14
3,-13,4,-130,40,136.01,0.4755,792.08,155.06
3,-12,-6,-120,-60,134.16,0.4554,806.02,153.66
3,-12,-5,-120,-50,130.0,0.4633,792.89,153.97
3,-12,-4,-120,-40,126.49,0.4688,792.43,156.26
3,-12,-3,-120,-30,123.69,0.4621,786.66,153.15
3,-12,-2,-120,-20,121.66,0.4573,769.1,149.67
3,-12,-1,-120,-10,120.42,0.4632,770.15,151.31
3,-12,0,-120,0,120.0,0.4488,782.4,152.01
3,-12,1,-120,10,120.42,0.4541,767.62,151.97
3,-12,2,-120,20,121.66,0.4501,778.82,154.9
3,-12,3,-120,30,123.69,0.4662,767.56,157.64
3,-12,4,-120,40,126.49,0.4555,776.59,150.62
3,-12,5,-120,50,130.0,0.4615,813.2,149.17
3,-12,6,-120,60,134.16,0.4463,784.86,156.11
3,-11,-8,-110,-80,136.01,0.464,788.55,151.3
3,-11,-7,-110,-70,130.38,0.4536,785.1,159.12
3,-11,-6,-110,-60,125.3,0.4636,795.41,149.92
3,-11,-5,-110,-50,120.83,0.4608,771.09,157.88
3,-11,-4,-110,-40,117.05,0.448,778.86,147.72
3,-11,-3,-110,-30,114.02,0.4558,792.97,156.35
3,-11,-2,-110,-20,111.8,0.4606,781.49,154.21
3,-11,-1,-110,-10,110.45,0.4441,783.18,151.81
3,-11,0,-110,0,110.0,0.4448,810.13,158.25
3,-11,1,-110,10,110.45,0.4517,784.18,151.07
3,-11,2,-110,20,111.8,0.45,797.28,147.62
3,-11,3,-110,30,114.02,0.4577,820.99,145.8
3,-11,4,-110,40,117.05,0.4468,784.14,153.76
3,-11,5,-110,50,120.83,0.4646,800.97,147.5
3,-11,6,-110,60,125.3,0.4537,772.8,152.94
3,-11,7,-110,70,130.38,0.4613,762.7,152.52
3,-11,8,-110,80,136.01,0.4682,770.19,154.09
3,-10,-9,-100,-90,134.54,0.4765,810.44,147.98
3,-10,-8,-100,-80,128.06,0.4611,828.42,154.95
3,-10,-7,-100,-70,122.07,0.4581,807.83,153.38
3,-10,-6,-100,-60,116.62,0.4617,787.87,152.7
3,-10,-5,-100,-50,111.8,0.4578,806.33,150.29
3,-10,-4,-100,-40,107.7,0.4496,766.22,150.05
3,-10,-3,-100,-30,104.4,0.46,803.38,147.95
3,-10,-2,-100,-20,101.98,0.4366,795.16,153.53
3,-10,-1,-100,-10,100.5,0.4477,776.1,148.89
3,-10,0,-100,0,100.0,0.454,816.57,149.86
3,-10,1,-100,10,100.5,0.4599,811.94,147.13
3,-10,2,-100,20,101.98,0.4618,801.72,147.14
3,-10,3,-100,30,104.4,0.4665,794.55,145.11
3,-10,4,-100,40,107.7,0.4476,780.85,149.16
3,-10,5,-100,50,111.8,0.4509,789.49,150.7
3,-10,6,-100,60,116.62,0.4552,799.84,149.85
3,-10,7,-100,70,122.07,0.4674,769.76,154.57
3,-10,8,-100,80,128.06,0.4734,782.0,154.09
3,-10,9,-100,90,134.54,0.4552,772.91,159.16
3,-9,-10,-90,-100,134.54,0.4689,786.86,148.65
3,-9,-9,-90,-90,127.28,0.4542,811.22,154.64
3,-9,-8,-90,-80,120.42,0.4616,791.6,150.68
3,-9,-7,-90,-70,114.02,0.4578,769.36,146.99
3,-9,-6,-90,-60,108.17,0.4475,797.82,146.54
3,-9,-5,-90,-50,102.96,0.453,782.04,148.25
3,-9,-4,-90,-40,98.49,0.4615,798.94,147.82
3,-9,-3,-90,-30,94.87,0.452,777.25,151.48
3,-9,-2,-90,-20,92.2,0.459,809.71,156.69
3,-9,-1,-90,-10,90.55,0.4345,801.88,146.12
3,-9,0,-90,0,90.0,0.4486,800.02,156.98
3,-9,1,-90,10,90.55,0.4495,798.8,153.17
3,-9,2,-90,20,92.2,0.4497,827.25,152.23
3,-9,3,-90,30,94.87,0.4571,771.28,156.29
3,-9,4,-90,40,98.49,0.4458,798.24,148.58
3,-9,5,-90,50,102.96,0.4438,778.92,151.14
3,-9,6,-90,60,108.17,0.4376,791.3,154.42
3,-9,7,-90,70,114.02,0.4602,798.8,149.12
3,-9,8,-90,80,120.42,0.4446,804.67,151.18
3,-9,9,-90,90,127.28,0.4592,782.17,155.42
3,-9,10,-90,100,134.54,0.4777,802.52,147.47
3,-8,-11,-80,-110,136.01,0.4611,759.41,157.51
3,-8,-10,-80,-100,128.06,0.4603,793.75,152.33
3,-8,-9,-80,-90,120.42,0.449,776.02,147.92
3,-8,-8,-80,-80,113.14,0.4447,770.62,148.61
3,-8,-7,-80,-70,106.3,0.4441,801.61,152.16
3,-8,-6,-80,-60,100.0,0.4545,815.56,150.39
3,-8,-5,-80,-50,94.34,0.4441,832.58,153.03
3,-8,-4,-80,-40,89.44,0.4512,801.24,150.99
3,-8,-3,-80,-30,85.44,0.4484,801.92,151.52
3,-8,-2,-80,-20,82.46,0.4442,775.49,143.77
3,-8,-1,-80,-10,80.62,0.4571,776.26,151.4
3,-8,0,-80,0,80.0,0.4408,782.93,147.85
3,-8,1,-80,10,80.62,0.4516,780.67,148.15
3,-8,2,-80,20,82.46,0.4498,781.85,154.28
3,-8,3,-80,30,85.44,0.4362,796.73,153.84
3,-8,4,-80,40,89.44,0.4394,798.36,150.52
3,-8,5,-80,50,94.34,0.4439,798.25,151.99
3,-8,6,-80,60,100.0,0.4476,809.4,151.81
3,-8,7,-80,70,106.3,0.4482,812.61,148.87
3,-8,8,-80,80,113.14,0.4617,781.89,150.77
3,-8,9,-80,90,120.42,0.456,794.12,145.28
3,-8,10,-80,100,128.06,0.4639,783.12,154.37
3,-8,11,-80,110,136.01,0.4676,785.52,148.67
3,-7,-11,-70,-110,130.38,0.4527,788.23,154.44
3,-7,-10,-70,-100,122.07,0.4516,799.2,151.96
3,-7,-9,-70,-90,114.02,0.4622,810.46,152.64
3,-7,-8,-70,-80,106.3,0.4573,786.57,153.77
3,-7,-7,-70,-70,98.99,0.4529,793.82,146.91
3,-7,-6,-70,-60,92.2,0.4463,783.15,152.5
3,-7,-5,-70,-50,86.02,0.4598,813.74,157.49
3,-7,-4,-70,-40,80.62,0.4463,808.95,146.46
3,-7,-3,-70,-30,76.16,0.4484,777.84,151.7
3,-7,-2,-70,-20,72.8,0.4472,769.18,147.94
3,-7,-1,-70,-10,70.71,0.4643,806.16,152.31
3,-7,0,-70,0,70.0,0.451,797.28,150.05
3,-7,1,-70,10,70.71,0.452,783.55,152.29
3,-7,2,-70,20,72.8,0.459,797.05,148.43
3,-7,3,-70,30,76.16,0.4441,826.39,148.64
3,-7,4,-70,40,80.62,0.4552,797.16,149.27
3,-7,5,-70,50,86.02,0.4439,785.45,152.25
3,-7,6,-70,60,92.2,0.4422,806.73,150.49
3,-7,7,-70,70,98.99,0.4572,789.09,153.8
3,-7,8,-70,80,106.3,0.4517,834.58,146.25
3,-7,9,-70,90,114.02,0.4746,790.42,152.48
3,-7,10,-70,100,122.07,0.4531,764.61,151.14
3,-7,11,-70,110,130.38,0.4583,785.98,157.2
3,-6,-12,-60,-120,134.16,0.4643,783.95,155.56
3,-6,-11,-60,-110,125.3,0.4451,761.36,148.65
3,-6,-10,-60,-100,116.62,0.453,762.95,150.02
3,-6,-9,-60,-90,108.17,0.4424,802.26,152.56
3,-6,-8,-60,-80,100.0,0.449,769.43,149.92
3,-6,-7,-60,-70,92.2,0.4528,811.95,155.48
3,-6,-6,-60,-60,84.85,0.4589,802.47,149.16
3,-6,-5,-60,-50,78.1,0.4441,820.33,150.5
3,-6,-4,-60,-40,72.11,0.455,791.15,146.28
3,-6,-3,-60,-30,67.08,0.4468,795.46,150.58
3,-6,-2,-60,-20,63.25,0.4441,800.37,153.53
3,-6,-1,-60,-10,60.83,0.4366,768.25,153.74
3,-6,0,-60,0,60.0,0.4383,794.3,151.83
3,-6,1,-60,10,60.83,0.4495,798.9,150.22
3,-6,2,-60,20,63.25,0.4701,826.71,147.92
3,-6,3,-60,30,67.08,0.4584,807.58,149.94
3,-6,4,-60,40,72.11,0.4427,806.77,149.08
3,-6,5,-60,50,78.1,0.447,788.49,153.0
3,-6,6,-60,60,84.85,0.4439,788.58,152.35
3,-6,7,-60,70,92.2,0.449,798.03,153.32
3,-6,8,-60,80,100.0,0.4619,766.02,150.24
3,-6,9,-60,90,108.17,0.4421,789.14,151.23
3,-6,10,-60,100,116.62,0.4531,775.65,148.86
3,-6,11,-60,110,125.3,0.465,809.32,146.96
3,-6,12,-60,120,134.16,0.4602,791.81,154.31
3,-5,-12,-50,-120,130.0,0.4521,776.31,154.69
3,-5,-11,-50,-110,120.83,0.455,788.1,152.52
3,-5,-10,-50,-100,111.8,0.4502,805.6,150.15
3,-5,-9,-50,-90,102.96,0.444,830.4,150.6
3,-5,-8,-50,-80,94.34,0.4296,818.23,154.07
3,-5,-7,-50,-70,86.02,0.4537,809.47,156.51
3,-5,-6,-50,-60,78.1,0.4423,802.0,155.91
3,-5,-5,-50,-50,70.71,0.4675,794.51,156.03
3,-5,-4,-50,-40,64.03,0.4564,822.43,152.31
3,-5,-3,-50,-30,58.31,0.4524,833.14,148.41
3,-5,-2,-50,-20,53.85,0.4652,830.91,154.09
3,-5,-1,-50,-10,50.99,0.4494,803.67,146.18
3,-5,0,-50,0,50.0,0.4464,809.31,145.72
3,-5,1,-50,10,50.99,0.4476,829.17,149.54
3,-5,2,-50,20,53.85,0.4583,808.5,149.08
3,-5,3,-50,30,58.31,0.4488,802.5,143.85
3,-5,4,-50,40,64.03,0.4576,798.22,152.95
3,-5,5,-50,50,70.71,0.4531,797.56,150.59
3,-5,6,-50,60,78.1,0.4516,822.14,150.19
3,-5,7,-50,70,86.02,0.4523,781.07,149.89
3,-5,8,-50,80,94.34,0.462,805.84,147.07
3,-5,9,-50,90,102.96,0.4442,785.83,153.83
3,-5,10,-50,100,111.8,0.4614,741.54,151.34
3,-5,11,-50,110,120.83,0.4586,774.39,151.4
3,-5,12,-50,120,130.0,0.4717,789.61,152.29
3,-4,-13,-40,-130,136.01,0.4621,776.19,155.54
3,-4,-12,-40,-120,126.49,0.4482,775.55,156.4
3,-4,-11,-40,-110,117.05,0.4555,778.06,149.71
3,-4,-10,-40,-100,107.7,0.459,787.37,152.74
3,-4,-9,-40,-90,98.49,0.4461,781.44,151.27
3,-4,-8,-40,-80,89.44,0.4492,810.28,152.77
3,-4,-7,-40,-70,80.62,0.4471,805.23,148.83
3,-4,-6,-40,-60,72.11,0.4551,803.5,148.13
3,-4,-5,-40,-50,64.03,0.4443,804.03,153.49
3,-4,-4,-40,-40,56.57,0.4572,785.85,147.49
3,-4,-3,-40,-30,50.0,0.4445,791.05,144.55
3,-4,-2,-40,-20,44.72,0.4563,793.16,151.39
3,-4,-1,-40,-10,41.23,0.4475,799.66,147.94
3,-4,0,-40,0,40.0,0.4498,786.93,149.94
3,-4,1,-40,10,41.23,0.4617,807.81,150.87
3,-4,2,-40,20,44.72,0.4394,808.51,151.99
3,-4,3,-40,30,50.0,0.4521,803.21,149.58
3,-4,4,-40,40,56.57,0.4552,820.96,150.99
3,-4,5,-40,50,64.03,0.4422,786.57,152.18
3,-4,6,-40,60,72.11,0.4423,803.02,148.96
3,-4,7,-40,70,80.62,0.4414,812.48,152.12
3,-4,8,-40,80,89.44,0.4392,807.22,151.12
3,-4,9,-40,90,98.49,0.4578,800.89,154.81
3,-4,10,-40,100,107.7,0.4522,791.05,148.29
3,-4,11,-40,110,117.05,0.4487,775.44,152.79
3,-4,12,-40,120,126.49,0.4574,790.56,149.67
3,-4,13,-40,130,136.01,0.4567,766.52,161.2
3,-3,-13,-30,-130,133.42,0.4611,780.32,154.06
3,-3,-12,-30,-120,123.69,0.4709,763.03,152.75
3,-3,-11,-30,-110,114.02,0.4421,756.61,149.61
3,-3,-10,-30,-100,104.4,0.4557,784.46,152.13
3,-3,-9,-30,-90,94.87,0.4513,797.21,154.13
3,-3,-8,-30,-80,85.44,0.4452,805.71,144.62
3,-3,-7,-30,-70,76.16,0.4508,796.14,146.45
3,-3,-6,-30,-60,67.08,0.4532,788.92,155.2
3,-3,-5,-30,-50,58.31,0.4305,803.72,150.13
3,-3,-4,-30,-40,50.0,0.4478,792.06,150.21
3,-3,-3,-30,-30,42.43,0.4585,774.92,147.58
3,-3,-2,-30,-20,36.06,0.4416,783.54,151.03
3,-3,-1,-30,-10,31.62,0.4547,815.98,151.82
3,-3,0,-30,0,30.0,0.4555,778.82,154.45
3,-3,1,-30,10,31.62,0.4483,815.49,145.87
3,-3,2,-30,20,36.06,0.4481,814.15,150.08
3,-3,3,-30,30,42.43,0.444,819.65,146.49
3,-3,4,-30,40,50.0,0.4498,809.6,156.29
3,-3,5,-30,50,58.31,0.4463,795.85,148.67
3,-3,6,-30,60,67.08,0.4519,808.82,153.28
3,-3,7,-30,70,76.16,0.456,792.54,152.44
3,-3,8,-30,80,85.44,0.4507,811.18,152.43
3,-3,9,-30,90,94.87,0.4635,793.98,148.7
3,-3,10,-30,100,104.4,0.456,814.17,151.11
3,-3,11,-30,110,114.02,0.4651,802.66,151.21
3,-3,12,-30,120,123.69,0.463,780.7,153.65
3,-3,13,-30,130,133.42,0.4539,780.29,157.29
3,-2,-13,-20,-130,131.53,0.4678,791.83,154.87
3,-2,-12,-20,-120,121.66,0.459,769.36,152.06
3,-2,-11,-20,-110,111.8,0.4559,776.48,146.33
3,-2,-10,-20,-100,101.98,0.4608,798.05,151.39
3,-2,-9,-20,-90,92.2,0.4546,785.06,149.01
3,-2,-8,-20,-80,82.46,0.462,792.67,149.2
3,-2,-7,-20,-70,72.8,0.4446,788.89,153.32
3,-2,-6,-20,-60,63.25,0.4302,793.14,150.68
3,-2,-5,-20,-50,53.85,0.4636,782.97,146.08
3,-2,-4,-20,-40,44.72,0.4431,810.53,150.38
3,-2,-3,-20,-30,36.06,0.4385,801.49,154.65
3,-2,-2,-20,-20,28.28,0.4521,802.47,150.67
3,-2,-1,-20,-10,22.36,0.4533,780.99,149.3
3,-2,0,-20,0,20.0,0.4486,792.75,152.06
3,-2,1,-20,10,22.36,0.4449,794.6,146.22
3,-2,2,-20,20,28.28,0.453,814.13,148.92
3,-2,3,-20,30,36.06,0.4565,797.8,142.42
3,-2,4,-20,40,44.72,0.4496,797.37,150.31
3,-2,5,-20,50,53.85,0.452,789.74,154.41
3,-2,6,-20,60,63.25,0.4495,797.01,152.23
3,-2,7,-20,70,72.8,0.4501,838.49,149.37
3,-2,8,-20,80,82.46,0.4528,788.76,152.61
3,-2,9,-20,90,92.2,0.4526,794.7,147.6
3,-2,10,-20,100,101.98,0.4413,803.57,146.6
3,-2,11,-20,110,111.8,0.4649,774.41,151.05
3,-2,12,-20,120,121.66,0.4507,788.86,152.75
3,-2,13,-20,130,131.53,0.4652,759.62,151.72
3,-1,-13,-10,-130,130.38,0.4689,793.11,146.34
3,-1,-12,-10,-120,120.42,0.4603,773.56,150.75
3,-1,-11,-10,-110,110.45,0.4522,817.32,148.33
3,-1,-10,-10,-100,100.5,0.4403,804.53,150.58
3,-1,-9,-10,-90,90.55,0.4597,794.68,153.79
3,-1,-8,-10,-80,80.62,0.4501,807.94,154.87
3,-1,-7,-10,-70,70.71,0.4487,815.67,148.16
3,-1,-6,-10,-60,60.83,0.4518,778.33,148.49
3,-1,-5,-10,-50,50.99,0.4415,818.31,155.22
3,-1,-4,-10,-40,41.23,0.4472,788.4,146.06
3,-1,-3,-10,-30,31.62,0.4521,790.97,148.35
3,-1,-2,-10,-20,22.36,0.463,795.55,151.76
3,-1,-1,-10,-10,14.14,0.4504,779.67,144.47
3,-1,0,-10,0,10.0,0.4539,825.56,150.94
3,-1,1,-10,10,14.14,0.455,786.43,153.04
3,-1,2,-10,20,22.36,0.458,789.56,151.64
3,-1,3,-10,30,31.62,0.4359,810.86,148.28
3,-1,4,-10,40,41.23,0.4402,806.04,144.68
3,-1,5,-10,50,50.99,0.4527,783.02,145.96
3,-1,6,-10,60,60.83,0.4505,797.41,154.37
3,-1,7,-10,70,70.71,0.4397,820.63,146.59
3,-1,8,-10,80,80.62,0.4574,816.59,150.96
3,-1,9,-10,90,90.55,0.4437,777.13,144.3
3,-1,10,-10,100,100.5,0.4663,793.33,147.35
3,-1,11,-10,110,110.45,0.4449,796.48,150.27
3,-1,12,-10,120,120.42,0.442,802.01,153.53
3,-1,13,-10,130,130.38,0.4759,800.35,144.55
3,0,-13,0,-130,130.0,0.4724,801.59,151.58
3,0,-12,0,-120,120.0,0.4537,795.44,149.43
3,0,-11,0,-110,110.0,0.452,809.16,152.97
3,0,-10,0,-100,100.0,0.446,813.28,151.54
3,0,-9,0,-90,90.0,0.4521,792.28,150.12
3,0,-8,0,-80,80.0,0.4438,770.89,149.16
3,0,-7,0,-70,70.0,0.449,802.06,153.64
3,0,-6,0,-60,60.0,0.4448,794.48,152.3
3,0,-5,0,-50,50.0,0.444,802.31,148.78
3,0,-4,0,-40,40.0,0.4481,811.37,148.88
3,0,-3,0,-30,30.0,0.4563,770.71,145.71
3,0,-2,0,-20,20.0,0.4315,782.51,155.57
3,0,-1,0,-10,10.0,0.4499,789.18,152.35
3,0,0,0,0,0.0,0.4574,781.69,157.49
3,0,1,0,10,10.0,0.4522,806.04,151.49
3,0,2,0,20,20.0,0.454,790.68,156.34
3,0,3,0,30,30.0,0.4477,814.36,148.58
3,0,4,0,40,40.0,0.4448,828.53,149.67
3,0,5,0,50,50.0,0.4497,804.25,157.81
3,0,6,0,60,60.0,0.4674,819.26,158.56
3,0,7,0,70,70.0,0.4424,809.84,150.23
3,0,8,0,80,80.0,0.4358,806.95,148.53
3,0,9,0,90,90.0,0.4623,794.07,148.78
3,0,10,0,100,100.0,0.4636,796.95,154.12
3,0,11,0,110,110.0,0.4573,800.72,150.68
3,0,12,0,120,120.0,0.4612,787.29,150.06
3,0,13,0,130,130.0,0.4602,802.79,155.39
3,1,-13,10,-130,130.38,0.4673,783.26,148.03
3,1,-12,10,-120,120.42,0.4475,784.71,149.12
3,1,-11,10,-110,110.45,0.4498,785.55,149.87
3,1,-10,10,-100,100.5,0.463,796.98,153.46
3,1,-9,10,-90,90.55,0.4513,821.21,153.22
3,1,-8,10,-80,80.62,0.4453,829.42,148.64
3,1,-7,10,-70,70.71,0.4516,805.66,151.47
3,1,-6,10,-60,60.83,0.4564,788.65,152.14
3,1,-5,10,-50,50.99,0.4546,800.01,149.43
3,1,-4,10,-40,41.23,0.4435,807.21,148.02
3,1,-3,10,-30,31.62,0.4519,798.48,146.0
3,1,-2,10,-20,22.36,0.4425,806.07,148.43
3,1,-1,10,-10,14.14,0.4455,788.54,147.81
3,1,0,10,0,10.0,0.4631,783.2,154.42
3,1,1,10,10,14.14,0.4474,790.19,151.15
3,1,2,10,20,22.36,0.4504,797.04,150.66
3,1,3,10,30,31.62,0.4503,796.77,152.81
3,1,4,10,40,41.23,0.4384,786.28,147.64
3,1,5,10,50,50.99,0.4415,801.29,151.52
3,1,6,10,60,60.83,0.4343,792.89,149.04
3,1,7,10,70,70.71,0.4477,780.72,149.06
3,1,8,10,80,80.62,0.4427,794.98,144.84
3,1,9,10,90,90.55,0.4474,789.19,149.37
3,1,10,10,100,100.5,0.4539,797.11,153.04
3,1,11,10,110,110.45,0.4511,803.24,154.83
3,1,12,10,120,120.42,0.4595,788.73,153.77
3,1,13,10,130,130.38,0.4636,798.26,156.22
3,2,-13,20,-130,131.53,0.4681,783.18,155.03
3,2,-12,20,-120,121.66,0.4603,770.26,155.88
3,2,-11,20,-110,111.8,0.4411,804.03,152.39
3,2,-10,20,-100,101.98,0.4495,803.16,152.02
3,2,-9,20,-90,92.2,0.4397,821.03,150.43
3,2,-8,20,-80,82.46,0.4685,811.85,150.15
3,2,-7,20,-70,72.8,0.4445,798.34,150.45
3,2,-6,20,-60,63.25,0.4617,818.4,151.35
3,2,-5,20,-50,53.85,0.4642,769.76,151.39
3,2,-4,20,-40,44.72,0.46,808.21,146.0
3,2,-3,20,-30,36.06,0.4611,811.42,151.03
3,2,-2,20,-20,28.28,0.4507,829.91,151.33
3,2,-1,20,-10,22.36,0.4481,787.83,152.27
3,2,0,20,0,20.0,0.4579,800.85,148.33
3,2,1,20,10,22.36,0.4606,786.69,155.91
3,2,2,20,20,28.28,0.4441,780.83,146.55
3,2,3,20,30,36.06,0.4411,796.45,148.6
3,2,4,20,40,44.72,0.4582,813.23,149.33
3,2,5,20,50,53.85,0.4748,796.45,149.69
3,2,6,20,60,63.25,0.4398,798.79,150.89
3,2,7,20,70,72.8,0.4405,792.52,150.98
3,2,8,20,80,82.46,0.4458,788.99,152.35
3,2,9,20,90,92.2,0.4399,783.47,150.75
3,2,10,20,100,101.98,0.4586,801.87,150.09
3,2,11,20,110,111.8,0.452,808.51,154.16
3,2,12,20,120,121.66,0.4582,784.2,152.78
3,2,13,20,130,131.53,0.4558,780.27,152.54
3,3,-13,30,-130,133.42,0.4617,774.51,155.86
3,3,-12,30,-120,123.69,0.4651,781.53,150.49
3,3,-11,30,-110,114.02,0.4608,795.08,150.71
3,3,-10,30,-100,104.4,0.4634,787.95,144.96
3,3,-9,30,-90,94.87,0.4448,823.57,149.38
3,3,-8,30,-80,85.44,0.4459,800.4,153.06
3,3,-7,30,-70,76.16,0.4493,808.87,149.43
3,3,-6,30,-60,67.08,0.4548,802.7,148.81
3,3,-5,30,-50,58.31,0.4521,791.86,145.87
3,3,-4,30,-40,50.0,0.4498,780.66,151.79
3,3,-3,30,-30,42.43,0.4497,821.35,149.01
3,3,-2,30,-20,36.06,0.4498,777.96,146.69
3,3,-1,30,-10,31.62,0.4366,816.16,148.62
3,3,0,30,0,30.0,0.4606,759.79,154.64
3,3,1,30,10,31.62,0.4495,805.1,146.81
3,3,2,30,20,36.06,0.4542,794.39,146.42
3,3,3,30,30,42.43,0.4403,781.62,151.14
3,3,4,30,40,50.0,0.4449,775.4,151.11
3,3,5,30,50,58.31,0.4326,819.94,155.96
3,3,6,30,60,67.08,0.4395,815.79,151.05
3,3,7,30,70,76.16,0.446,793.2,151.96
3,3,8,30,80,85.44,0.4497,761.09,156.24
3,3,9,30,90,94.87,0.4539,798.52,148.18
3,3,10,30,100,104.4,0.4509,815.47,151.72
3,3,11,30,110,114.02,0.4581,773.57,150.76
3,3,12,30,120,123.69,0.4589,797.67,151.68
3,3,13,30,130,133.42,0.4699,764.15,154.5
3,4,-13,40,-130,136.01,0.4628,756.88,154.55
3,4,-12,40,-120,126.49,0.4549,806.81,152.07
3,4,-11,40,-110,117.05,0.4589,772.35,152.84
3,4,-10,40,-100,107.7,0.4499,783.49,159.71
3,4,-9,40,-90,98.49,0.4482,795.21,153.24
3,4,-8,40,-80,89.44,0.4439,806.05,151.65
3,4,-7,40,-70,80.62,0.452,834.45,147.59
3,4,-6,40,-60,72.11,0.4623,807.08,152.73
3,4,-5,40,-50,64.03,0.4527,828.17,149.04
3,4,-4,40,-40,56.57,0.454,819.58,148.32
3,4,-3,40,-30,50.0,0.458,799.72,146.3
3,4,-2,40,-20,44.72,0.4384,798.64,152.97
3,4,-1,40,-10,41.23,0.4334,803.01,152.68
3,4,0,40,0,40.0,0.4398,790.49,151.72
3,4,1,40,10,41.23,0.4568,824.06,148.24
3,4,2,40,20,44.72,0.4435,824.79,147.74
3,4,3,40,30,50.0,0.4541,832.75,152.26
3,4,4,40,40,56.57,0.4563,819.17,151.57
3,4,5,40,50,64.03,0.4563,794.86,153.48
3,4,6,40,60,72.11,0.4533,777.83,150.73
3,4,7,40,70,80.62,0.4326,810.71,149.3
3,4,8,40,80,89.44,0.4652,807.34,152.89
3,4,9,40,90,98.49,0.4427,808.65,148.61
3,4,10,40,100,107.7,0.462,778.36,151.54
3,4,11,40,110,117.05,0.4469,792.7,158.2
3,4,12,40,120,126.49,0.4654,785.11,145.91
3,4,13,40,130,136.01,0.4593,786.73,153.16
3,5,-12,50,-120,130.0,0.4724,784.55,157.02
3,5,-11,50,-110,120.83,0.4591,784.68,151.16
3,5,-10,50,-100,111.8,0.4463,809.8,150.3
3,5,-9,50,-90,102.96,0.4562,789.07,147.58
3,5,-8,50,-80,94.34,0.4548,788.21,149.11
3,5,-7,50,-70,86.02,0.44,792.6,150.11
3,5,-6,50,-60,78.1,0.4477,812.27,150.44
3,5,-5,50,-50,70.71,0.4747,806.36,144.79
3,5,-4,50,-40,64.03,0.4483,798.11,148.16
3,5,-3,50,-30,58.31,0.4506,790.35,151.0
3,5,-2,50,-20,53.85,0.4347,817.16,145.27
3,5,-1,50,-10,50.99,0.4479,789.01,150.92
3,5,0,50,0,50.0,0.4485,803.77,153.33
3,5,1,50,10,50.99,0.4561,800.54,151.38
3,5,2,50,20,53.85,0.4657,812.06,149.12
3,5,3,50,30,58.31,0.4602,805.87,147.11
3,5,4,50,40,64.03,0.4486,777.92,143.14
3,5,5,50,50,70.71,0.4424,801.84,150.38
3,5,6,50,60,78.1,0.4387,764.32,154.41
3,5,7,50,70,86.02,0.4508,823.34,154.53
3,5,8,50,80,94.34,0.4563,800.3,149.12
3,5,9,50,90,102.96,0.4578,794.56,149.06
3,5,10,50,100,111.8,0.4377,792.1,154.88
3,5,11,50,110,120.83,0.4675,789.62,149.91
3,5,12,50,120,130.0,0.4682,783.24,152.69
3,6,-12,60,-120,134.16,0.4511,812.39,156.62
3,6,-11,60,-110,125.3,0.4659,773.36,153.38
3,6,-10,60,-100,116.62,0.4553,802.76,156.17
3,6,-9,60,-90,108.17,0.4419,778.82,153.19
3,6,-8,60,-80,100.0,0.4473,810.16,149.51
3,6,-7,60,-70,92.2,0.4402,773.4,151.67
3,6,-6,60,-60,84.85,0.4541,814.55,151.0
3,6,-5,60,-50,78.1,0.4199,807.55,145.63
3,6,-4,60,-40,72.11,0.4351,770.18,143.76
3,6,-3,60,-30,67.08,0.4522,789.03,145.44
3,6,-2,60,-20,63.25,0.4502,783.41,152.94
3,6,-1,60,-10,60.83,0.4616,796.74,154.13
3,6,0,60,0,60.0,0.461,801.27,155.2
3,6,1,60,10,60.83,0.445,770.67,145.34
3,6,2,60,20,63.25,0.4447,808.01,146.54
3,6,3,60,30,67.08,0.4446,781.26,148.04
3,6,4,60,40,72.11,0.4607,805.36,148.27
3,6,5,60,50,78.1,0.4598,800.38,150.4
3,6,6,60,60,84.85,0.4591,794.86,152.77
3,6,7,60,70,92.2,0.4569,797.6,146.03
3,6,8,60,80,100.0,0.4515,814.99,153.09
3,6,9,60,90,108.17,0.4671,787.59,153.59
3,6,10,60,100,116.62,0.4479,794.05,155.4
3,6,11,60,110,125.3,0.4664,787.85,152.33
3,6,12,60,120,134.16,0.4548,777.44,150.47
3,7,-11,70,-110,130.38,0.4584,756.14,149.89
3,7,-10,70,-100,122.07,0.4647,799.26,151.86
3,7,-9,70,-90,114.02,0.4556,795.3,153.19
3,7,-8,70,-80,106.3,0.4557,775.65,143.76
3,7,-7,70,-70,98.99,0.443,795.92,153.44
3,7,-6,70,-60,92.2,0.452,807.8,147.53
3,7,-5,70,-50,86.02,0.4494,800.98,147.77
3,7,-4,70,-40,80.62,0.4414,796.6,151.98
3,7,-3,70,-30,76.16,0.4428,796.88,154.06
3,7,-2,70,-20,72.8,0.4458,800.11,149.68
