lot,phase,wafer_id,product,tool,chamber,process_step,pattern,root_cause,action,die_x,die_y,die_dx,die_dy,status,fail_reason
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,28,13,12.0,-3.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,29,13,13.0,-3.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,30,13,14.0,-3.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,2,14,-14.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,3,14,-13.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,4,14,-12.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,5,14,-11.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,6,14,-10.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,7,14,-9.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,8,14,-8.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,9,14,-7.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,10,14,-6.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,11,14,-5.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,12,14,-4.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,13,14,-3.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,14,14,-2.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,15,14,-1.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,16,14,0.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,17,14,1.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,18,14,2.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,19,14,3.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,20,14,4.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,21,14,5.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,22,14,6.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,23,14,7.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,24,14,8.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,25,14,9.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,26,14,10.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,27,14,11.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,28,14,12.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,29,14,13.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,30,14,14.0,-2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,2,15,-14.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,3,15,-13.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,4,15,-12.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,5,15,-11.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,6,15,-10.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,7,15,-9.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,8,15,-8.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,9,15,-7.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,10,15,-6.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,11,15,-5.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,12,15,-4.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,13,15,-3.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,14,15,-2.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,15,15,-1.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,16,15,0.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,17,15,1.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,18,15,2.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,19,15,3.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,20,15,4.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,21,15,5.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,22,15,6.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,23,15,7.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,24,15,8.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,25,15,9.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,26,15,10.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,27,15,11.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,28,15,12.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,29,15,13.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,30,15,14.0,-1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,2,16,-14.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,3,16,-13.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,4,16,-12.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,5,16,-11.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,6,16,-10.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,7,16,-9.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,8,16,-8.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,9,16,-7.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,10,16,-6.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,11,16,-5.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,12,16,-4.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,13,16,-3.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,14,16,-2.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,15,16,-1.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,16,16,0.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,17,16,1.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,18,16,2.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,19,16,3.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,20,16,4.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,21,16,5.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,22,16,6.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,23,16,7.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,24,16,8.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,25,16,9.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,26,16,10.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,27,16,11.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,28,16,12.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,29,16,13.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,30,16,14.0,0.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,2,17,-14.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,3,17,-13.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,4,17,-12.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,5,17,-11.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,6,17,-10.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,7,17,-9.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,8,17,-8.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,9,17,-7.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,10,17,-6.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,11,17,-5.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,12,17,-4.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,13,17,-3.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,14,17,-2.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,15,17,-1.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,16,17,0.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,17,17,1.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,18,17,2.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,19,17,3.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,20,17,4.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,21,17,5.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,22,17,6.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,23,17,7.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,24,17,8.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,25,17,9.0,1.0,FAIL,random
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,26,17,10.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,27,17,11.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,28,17,12.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,29,17,13.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,30,17,14.0,1.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,2,18,-14.0,2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,3,18,-13.0,2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,4,18,-12.0,2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,5,18,-11.0,2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,6,18,-10.0,2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,7,18,-9.0,2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,8,18,-8.0,2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,9,18,-7.0,2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,10,18,-6.0,2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,11,18,-5.0,2.0,PASS,pass
LOT-A,改善前,W03,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,12,18,-4.0,2.0,PASS,pass
